,Unnamed: 0,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
2253,2253,남산4동 더리터 청라힐스자이점,더리터 청라힐스자이점,초기값,35,1,대구 중구 남산로 73 상가동 102호 더리터 청라힐스자이점,NO INFO,053-422-8846,NO INFO,"""안녕하세요
더리터 청라힐스자이점입니다
청라힐스자이 상가내 나이스마트와 대구은행 덕산지점 사이에 위치하고 있습니다
매장 앞 도로에 잠시 주정차 가능합니다

음료에 문제가 발생했다면 즉시 매장으로 연락주시면 만족스러운 대응 해드리겠습니다!!""",공사중,"{'친절해요': '16', '커피가 맛있어요': '15', '가성비가 좋아요': '11', '매장이 청결해요': '8', '음료가 맛있어요': '6', '디저트가 맛있어요': '2', '특별한 메뉴가 있어요': '2', '인테리어가 멋져요': '1', '주차하기 편해요': '1'}"
2254,2254,대신동 더벤티 대구청라힐스자이점,더벤티 대구청라힐스자이점,초기값,33,2,대구 중구 남산로 73 청라힐스자이,"08:00 - 22:00
21:30 라스트오더",0507-1310-4402,http://theventi.co.kr/,"""*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.""",공사중,"{'친절해요': '15', '가성비가 좋아요': '14', '음료가 맛있어요': '12', '커피가 맛있어요': '9', '매장이 청결해요': '5'}"
2255,2255,대신동 하삼동커피 청라언덕역점,하삼동커피 청라언덕역점,초기값,115,3,대구 중구 남산로17길 10 . 1층 102호(남산동),"08:30 - 22:00
21:30 라스트오더",0507-1363-8363,NO INFO,"""커피 한 잔이 생각날 때, 충전(?)이 필요할 때 하삼동 청라언덕역점으로 오세요!!""",공사중,"{'커피가 맛있어요': '62', '친절해요': '59', '가성비가 좋아요': '41', '매장이 청결해요': '39', '음료가 맛있어요': '34', '인테리어가 멋져요': '13', '좌석이 편해요': '9', '디저트가 맛있어요': '7', '특별한 메뉴가 있어요': '6', '대화하기 좋아요': '6', '화장실이 깨끗해요': '6', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '집중하기 좋아요': '1'}"
2256,2256,남산4동 커피집,커피집,초기값,98,1,대구 중구 남산로17길 107 COFFEE_ ZIP,"09:00 - 20:00
19:45 라스트오더",0507-1318-5678,NO INFO,"""안녕하세요~ 남산동에 아주 콩만한 가게
테이크아웃전문점 coffee_zip 입니다.
매장으로 직접 전화주문 시 5,000원이상
인근지역 무료배달 서비스를 제공하고 있습니다.
어려운 시기에 주변 이웃들과 자영업자들이 함께 작은 커피 한잔에 행복을 느끼셨으면 하는 바램입니다.
저희 coffee_zip 과 함께 행복나누어요 ~~ 0507-1318-5678""",공사중,"{'커피가 맛있어요': '63', '가성비가 좋아요': '40', '음료가 맛있어요': '31', '친절해요': '27', '음식이 빨리 나와요': '12', '매장이 청결해요': '12', '특별한 메뉴가 있어요': '6', '인테리어가 멋져요': '4', '차분한 분위기에요': '3', '디저트가 맛있어요': '2'}"
2257,2257,남산4동 행복커피,행복커피,4.58,123,초기값,대구 중구 남산로17길 131 1층 행복커피,"09:00 - 21:00
20:00 라스트오더",0507-1465-4858,http://instagram.com/,"""제가 만든 커피드시고 다들 행복했어면 좋겠어욤^^ 모두들 진심으로 행복합시다~~ㅎ""",공사중,"{'커피가 맛있어요': '69', '친절해요': '35', '매장이 청결해요': '33', '음료가 맛있어요': '32', '디저트가 맛있어요': '29', '인테리어가 멋져요': '26', '좌석이 편해요': '13', '화장실이 깨끗해요': '13', '가성비가 좋아요': '11', '대화하기 좋아요': '8', '특별한 메뉴가 있어요': '7', '사진이 잘 나와요': '2', '집중하기 좋아요': '2'}"
2258,2258,대신동 카페인중독 대구남산점,카페인중독 대구남산점,초기값,50,10,대구 중구 남산로17길 27 청라센트럴파크 상가 1층,NO INFO,0507-1356-1826,NO INFO,"""음료,와플,크로플,마카롱,토스트,케익 등 다양한 음료 및 디저트가 있습니다. 당일 생크림 와플반 죽소진시 조기마감될수있습니다.""",공사중,"{'디저트가 맛있어요': '36', '친절해요': '20', '특별한 메뉴가 있어요': '12', '커피가 맛있어요': '9', '음료가 맛있어요': '7', '대화하기 좋아요': '4', '가성비가 좋아요': '3', '매장이 청결해요': '3', '집중하기 좋아요': '3', '사진이 잘 나와요': '2', '좌석이 편해요': '1', '음식이 맛있어요': '1'}"
2259,2259,남산3동 메종드남산,메종드남산,초기값,20,8,대구 중구 남산로1길 46-9 1층,11:00 - 20:00,0507-1412-8151,https://www.instagram.com/maisonde_namsan?igshid=MTIyMzRjYmRlZg==,"""NO INFO""",공사중,"{'디저트가 맛있어요': '18', '친절해요': '16', '커피가 맛있어요': '13', '특별한 메뉴가 있어요': '11', '음료가 맛있어요': '10', '가성비가 좋아요': '9', '매장이 청결해요': '8', '사진이 잘 나와요': '3', '인테리어가 멋져요': '2'}"
2260,2260,남산4동 카페어노드,카페어노드,4.48,112,132,대구 중구 남산로2길 11-15 카페어노드,NO INFO,053-262-8825,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '25', '친절해요': '16', '매장이 청결해요': '16', '인테리어가 멋져요': '15', '디저트가 맛있어요': '13', '음료가 맛있어요': '13', '대화하기 좋아요': '12', '좌석이 편해요': '7', '집중하기 좋아요': '7', '뷰가 좋아요': '6', '사진이 잘 나와요': '4', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '2', '화장실이 깨끗해요': '2', '야외 공간이 멋져요': '1'}"
2261,2261,남산4동 라삐아이,라삐아이,4.32,56,초기값,대구 중구 남산로3길 28-16,10:00 - 22:00,053-431-0205,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '14', '친절해요': '10', '음료가 맛있어요': '6', '인테리어가 멋져요': '3', '가성비가 좋아요': '3', '대화하기 좋아요': '3', '디저트가 맛있어요': '2', '주차하기 편해요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '매장이 청결해요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
2262,2262,남산4동 파클렛,파클렛,초기값,18,42,대구 중구 남산로3안길 15 파클렛,NO INFO,0507-1342-1906,https://www.instagram.com/cafe.parklet,"""NO INFO""",공사중,"{'커피가 맛있어요': '13', '친절해요': '10', '디저트가 맛있어요': '8', '사진이 잘 나와요': '5', '대화하기 좋아요': '5', '음료가 맛있어요': '4', '매장이 청결해요': '4', '인테리어가 멋져요': '3', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1'}"
2263,2263,대신동 몬스터커피 남산점,몬스터커피 남산점,초기값,144,7,대구 중구 남산로3안길 22 1층,08:00 - 22:00,0507-1365-9949,https://www.instagram.com/monstercoffee_namsan,"""안녕하세요!! 몬스터커피 남산점입니다. 배달의 민족에서도 이용가능합니다. 찾아봐주시고 이용해주셔서 감사합니다""",공사중,"{'커피가 맛있어요': '71', '음료가 맛있어요': '61', '친절해요': '59', '가성비가 좋아요': '55', '매장이 청결해요': '34', '디저트가 맛있어요': '17', '특별한 메뉴가 있어요': '11', '인테리어가 멋져요': '4', '주차하기 편해요': '4', '대화하기 좋아요': '4', '집중하기 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1'}"
2264,2264,남산3동 카페시집,카페 시집,초기값,18,13,대구 중구 남산로4길 72 1층,12:00 - 19:00,010-3437-6635,https://www.instagram.com/cafe_sizip,"""커피, 음악과 시를 음유 할 수 있는 공간""",공사중,"{'친절해요': '14', '커피가 맛있어요': '11', '음악이 좋아요': '10', '차분한 분위기에요': '6', '아늑해요': '5', '읽을만한 책이 많아요': '4', '좌석이 편해요': '3', '음료가 맛있어요': '3', '사진이 잘 나와요': '3', '가성비가 좋아요': '2', '매장이 청결해요': '2', '컨셉이 독특해요': '1', '인테리어가 멋져요': '1', '오래 머무르기 좋아요': '1', '집중하기 좋아요': '1'}"
2265,2265,남산4동 카페오오디,ood,초기값,49,7,대구 중구 남산로7길 41 1층,08:00 - 20:00,0507-1477-7227,http://instagram.com/ood_onlyoneday,"""매주 월화 케이크류 디저트는 나오지않습니다. 매주 수목금토는 모든 디저트가 나와요-! 꼭 참고해주세요:)""",공사중,"{'커피가 맛있어요': '22', '디저트가 맛있어요': '12', '가성비가 좋아요': '11', '친절해요': '10', '매장이 청결해요': '9', '음료가 맛있어요': '6', '인테리어가 멋져요': '6', '좌석이 편해요': '3', '대화하기 좋아요': '3', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}"
2266,2266,남산3동 이디야커피 대구남산점,이디야커피 대구남산점,4.42,202,초기값,대구 중구 남산로7길 7,"08:00 - 22:00
21:45 라스트오더",0507-1419-6400,http://www.ediya.com/,"""Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.""",공사중,"{'커피가 맛있어요': '61', '친절해요': '53', '음료가 맛있어요': '43', '매장이 청결해요': '38', '가성비가 좋아요': '35', '좌석이 편해요': '28', '대화하기 좋아요': '24', '디저트가 맛있어요': '16', '인테리어가 멋져요': '10', '특별한 메뉴가 있어요': '9', '집중하기 좋아요': '8', '주차하기 편해요': '6', '뷰가 좋아요': '3', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '1', '종류가 다양해요': '1'}"
2267,2267,남산4동 스위치남산,스위치남산,4.88,56,98,대구 중구 남산로7길 7,NO INFO,053-256-1471,https://instagram.com/switch_namsan,"""모든 디저트를 매장에서 직접 방부제 첨가 없이 좋은 재료만을 사용하여 맛있는 디저트를 만들고 있는 수제 디저트샵입니다.""",공사중,"{'디저트가 맛있어요': '41', '커피가 맛있어요': '22', '친절해요': '22', '음료가 맛있어요': '12', '매장이 청결해요': '11', '특별한 메뉴가 있어요': '9', '인테리어가 멋져요': '7', '가성비가 좋아요': '4', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2', '대화하기 좋아요': '2', '화장실이 깨끗해요': '1'}"
2268,2268,남산4동 카페 몬짜(CAFFE MONZA),카페몬짜,4.93,69,24,대구 중구 남산로7길 75 까치아파트상가 제6호,08:00 - 20:00,053-252-2500,NO INFO,"""라떼가 맛있는 카페몬짜입니다. 매일매일 디저트도 굽고있습니다.""",공사중,"{'커피가 맛있어요': '36', '친절해요': '29', '음료가 맛있어요': '17', '가성비가 좋아요': '16', '매장이 청결해요': '15', '디저트가 맛있어요': '14', '인테리어가 멋져요': '11', '특별한 메뉴가 있어요': '9', '대화하기 좋아요': '6', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '좌석이 편해요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2', '주차하기 편해요': '1'}"
2269,2269,남산2동 모던다방,모던다방,4.54,213,375,대구 중구 남성로 21,09:30 - 21:30,0507-1304-6238,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '55', '음료가 맛있어요': '32', '디저트가 맛있어요': '26', '친절해요': '18', '대화하기 좋아요': '17', '가성비가 좋아요': '13', '특별한 메뉴가 있어요': '13', '인테리어가 멋져요': '9', '매장이 청결해요': '9', '사진이 잘 나와요': '8', '좌석이 편해요': '5', '집중하기 좋아요': '4', '화장실이 깨끗해요': '4', '주차하기 편해요': '1', '뷰가 좋아요': '1'}"
2270,2270,성내2동 피쉬마운트커피 남성로점,피쉬마운트커피 남성로점,초기값,135,17,대구 중구 남성로 29 2층,NO INFO,0507-1323-3714,https://www.instagram.com/fishmount_namseongno,"""직접 로스팅한 맛있는 커피와 베이글을 제공합니다. 셀프로스팅으로 자신만의 커피를 찾을 수 있도록 도와드리며 신선한 원두를 구매하실 수 있습니다""",공사중,"{'커피가 맛있어요': '106', '친절해요': '85', '음료가 맛있어요': '42', '매장이 청결해요': '42', '가성비가 좋아요': '40', '인테리어가 멋져요': '38', '대화하기 좋아요': '25', '특별한 메뉴가 있어요': '23', '사진이 잘 나와요': '21', '좌석이 편해요': '13', '화장실이 깨끗해요': '13', '뷰가 좋아요': '13', '디저트가 맛있어요': '7', '집중하기 좋아요': '3', '주차하기 편해요': '1'}"
2271,2271,남산2동 리시트 현대점,리시트 현대,4.54,393,279,대구 중구 남성로 30-1 1층,09:00 - 21:00,010-5923-5198,http://www.receiptcoffee.com,"""NO INFO""",공사중,"{'커피가 맛있어요': '180', '디저트가 맛있어요': '82', '친절해요': '75', '음료가 맛있어요': '64', '매장이 청결해요': '35', '특별한 메뉴가 있어요': '33', '인테리어가 멋져요': '27', '사진이 잘 나와요': '20', '대화하기 좋아요': '15', '화장실이 깨끗해요': '9', '가성비가 좋아요': '8', '뷰가 좋아요': '6', '집중하기 좋아요': '5', '좌석이 편해요': '3'}"
2272,2272,남산2동 아리츠,아리츠,4.6,559,846,대구 중구 남성로 47 2층,NO INFO,0507-1353-2755,http://www.instagram.com/aritz_cafe,"""약전골목 구석진 2층에 위치한 카페입니다.
매일 아침 프랑스밀과 유기농밀가루로 바게트와 디저트를 매장에서 직접 굽고 있습니다. 언제든 편안히 오셔서 여유롭게 즐기다 가세요!""",공사중,"{'디저트가 맛있어요': '176', '커피가 맛있어요': '144', '인테리어가 멋져요': '91', '음료가 맛있어요': '76', '특별한 메뉴가 있어요': '70', '대화하기 좋아요': '65', '사진이 잘 나와요': '53', '친절해요': '45', '매장이 청결해요': '27', '좌석이 편해요': '14', '뷰가 좋아요': '14', '집중하기 좋아요': '13', '가성비가 좋아요': '9', '화장실이 깨끗해요': '9', '주차하기 편해요': '2', '차분한 분위기에요': '1', '음식이 맛있어요': '1'}"
2273,2273,남산2동 슬로우터틀 약전골목점,슬로우터틀 약전골목점,4.57,991,285,대구 중구 남성로 53 1층,10:30 - 22:30,0507-1314-5196,https://blog.naver.com/oneofpromise,"""SINCE 2012.8

슬로우터틀은 직영매장으로만 운영 됩니다.

모든 근무자는 정직원으로써 슬로우터틀의 가족입니다.

최고의 가치를 지키기 위해 항상 노력하며,

함께 하기 위해서는 더욱 발전하여야 하는 것을 알기에

오늘도 고객님의 소중한 시간내어 발걸음 헛되이지 않도록

항상 고개숙여 감사함과

머무시는 동안 부족함 없도록 항상 준비하고 노력하겠습니다.""",공사중,"{'디저트가 맛있어요': '340', '커피가 맛있어요': '215', '음료가 맛있어요': '140', '친절해요': '103', '매장이 청결해요': '86', '인테리어가 멋져요': '76', '특별한 메뉴가 있어요': '75', '대화하기 좋아요': '66', '가성비가 좋아요': '25', '사진이 잘 나와요': '24', '좌석이 편해요': '21', '화장실이 깨끗해요': '13', '집중하기 좋아요': '9', '뷰가 좋아요': '8', '주차하기 편해요': '4'}"
